device_type,conn_rate_per_min,avg_pkt_size,pkt_size_std,bytes_sent_ratio,dst_ip_entropy,tls_ratio,unique_ports,dns_qps,failed_conn_rate,avg_interval_s,label
camera,15.840063575038018,1050.0902391612915,237.62258865564854,0.5048964811346163,0.10467307397065229,0.6127840403167285,2,0.09915992532362806,0.0057347803621321,3.791458177376546,benign
smart_light,0.5777791935428949,121.98092092683648,36.763447241808194,0.12675093422520456,0.0,0.8868750784082499,1,0.0028793287516085796,0.0009750370445068736,113.34495491237062,benign
smart_light,0.622254133867403,115.36411553793593,27.430033067021355,0.04478664495117704,0.0998463778330023,0.8865444064364079,1,0.0024312518240108905,0.0020708238004352305,105.36905941015384,benign
thermostat,1.795102908371385,159.3113635876061,56.15979422575496,0.3128972292720892,0.08290788135176874,0.8159843523037472,1,0.013253614531911331,0.006858135428008606,34.88838841474676,benign
smart_light,0.523216132306672,123.50057427422185,31.31213158037408,0.167142877794819,0.05353933231620234,0.9178913563071894,1,0.002289408518088674,0.0013156441129192702,67.54239048519601,benign
assistant,37.44263026914159,558.8882037121614,261.66732910539946,0.5724857748773317,0.8242411966851594,0.8634168884306757,5,0.07928087422627722,0.016651149700142254,1.5732388792972525,benign
smart_plug,1.142245315958571,181.733889407997,37.2101994220125,0.053764820733543287,0.1786963821885731,0.7808695675118386,1,0.002165648677777295,0.0010805477139983887,68.94889339296775,benign
smart_plug,1.028485147214113,177.61941416271074,36.58197882930773,0.11585396910767143,0.14383855909510052,0.7690653460279762,1,0.003344523221392305,0.0016369461534349282,53.128717908030076,benign
smart_light,0.5486972480785581,105.91792979391829,30.074964712366125,0.1280746658905909,0.08697967640449161,0.9165385108972786,1,0.0015762783896438022,0.0009601408945468005,59.255960377510924,benign
smart_light,0.35528875275769123,80.31901162936794,24.01651903439111,0.11997742267234367,0.0,0.812183744596061,2,0.0016433797649675127,0.0013687577842335433,86.38976351964442,benign
smart_light,0.40499779450894186,109.82900772298312,35.04184882474437,0.0,0.0851635465318786,0.8737735602332277,1,0.0005524960877571572,0.0010360647538569347,100.9382624737031,benign
thermostat,2.0930704845418817,201.09260727617215,66.01778891320916,0.17606443725269758,0.0,0.9179275634956316,2,0.016797297063777424,0.007087778114786446,33.211839532345586,benign
smart_light,0.3811236945677149,100.80745401750757,24.44054435156685,0.0410190196844232,0.0,0.9135150946814404,1,0.0005277228992028396,0.0004922104593962293,131.28649850820702,benign
camera,23.352506271577525,1299.3461783383573,316.5544986402932,0.7414409433275996,0.15156928199522038,0.3867953719268691,3,0.05935213229338839,0.007923213699101574,2.449112880846173,benign
thermostat,2.4263920923150577,207.85242837226724,48.41365162961311,0.09643462471741884,0.0,0.8513692090926669,1,0.018841417497812995,0.005325686303682214,38.84465559920752,benign
camera,18.00281760584339,663.0112467165951,161.39532951070512,0.6274773935464246,0.6192704598652746,0.5178613320775614,3,0.0548527381684706,0.014657865064371221,3.346455869495277,benign
smart_light,0.4959237473864566,100.35636913711829,32.67643320889248,0.034501651965921996,0.0,0.722206242568038,1,0.003580670347666845,0.001079995806786719,115.72902026004422,benign
smart_plug,1.0571652279205086,202.240069668273,41.75506001091085,0.05890727691662628,0.2159433065089833,0.8428756438461614,2,0.0054582693274919875,0.0007755309682794997,35.37313441357803,benign
camera,26.894662883133186,864.0961573434798,184.6725071545605,0.8461444292242202,0.1339431476934768,0.5105272981044173,3,0.08026934925189766,0.009974390666399643,2.8529013913279386,benign
camera,21.350298195195734,1181.4963722627433,203.62339627606983,0.7643938793276858,0.0,0.5951281598069882,2,0.039058128165758176,0.005609238165356246,2.6992889033692693,benign
camera,14.694429129041744,906.1262985188835,180.63322266665685,0.6672326905638039,0.45041367379569064,0.6538115437003926,4,0.09227456153182573,0.006520286941646485,2.7985270648075504,benign
smart_light,0.5242496791271222,125.29720075361134,23.4936715665998,0.08904897816278742,0.054234249520835776,1.0,2,0.0011459034060906212,0.000856308319225412,67.31608793386789,benign
smart_light,0.531560500359034,156.175608626647,25.625496973538347,0.014585355993220347,0.0,0.8337334079455092,1,0.0014700311332065603,0.0005615696109162059,116.60654804690795,benign
smart_light,0.3242271608643369,75.98864263827028,42.77548267216979,0.0,0.0,1.0,3,0.0008272618045458331,0.0008158755216059847,132.29599983385833,benign
camera,16.05257168628705,850.9444308115781,231.09350304246976,0.7434766074466618,0.2435765893154851,0.5866177035483958,1,0.08809107462752278,0.008668062549955224,3.2089529006636304,benign
assistant,35.55738224944787,841.4615567635417,360.76294906918974,0.6155429327668466,0.6527634612598805,0.9553155347577867,5,0.3196097700562546,0.023164942616733082,1.4562210307139298,benign
thermostat,2.629341960990097,219.29232762782505,42.369427903052326,0.08875885280165821,0.2786714429633298,0.9262749225147139,2,0.0012753254791420619,0.007318596203895452,34.089783043929266,benign
thermostat,1.5558277262342088,176.42375962750256,52.637172043565194,0.20524667983562436,0.056174322129466756,0.8896511731934039,1,0.010762965123024446,0.008678729932482893,6.9000740316183204,benign
smart_light,0.5176512421372447,128.87981969061298,27.76851251207226,0.0,0.06919932255711644,1.0,1,0.0028646918417118863,0.000835737388438553,117.7923235501615,benign
thermostat,1.5788405957184204,183.27719138220615,63.000445946989586,0.2582655241987707,0.3598467408114916,1.0,2,0.018721416565365127,0.0060974828968457465,37.45189359117353,benign
smart_plug,1.013309163171841,122.10304706798892,47.91667147675882,0.0,0.1673525513626492,0.7809348942494841,2,0.006877923340816881,0.0038206461576468015,73.15394444049561,benign
smart_plug,0.6855919488693518,147.32187308407197,30.623942459241473,0.04817201576337254,0.2766842649915082,0.8637533810897696,1,0.0024646928665325624,0.002032782092876261,38.1019173111397,benign
camera,21.248037886204976,1131.0624072213393,224.35045888897758,0.47087104914018996,0.34565500935453897,0.6072033573232578,3,0.18081210029224204,0.0,2.468006917328005,benign
camera,22.36362529117342,583.6811201092115,259.03796192214037,0.7368356612700658,0.4269875978765106,0.5429056338478205,3,0.1534246462710079,0.011164390100685841,3.210960803428826,benign
smart_light,0.4136654735260618,115.57413959278941,29.084864805285847,0.11833938643534951,0.16997363703654417,0.744146391802159,1,0.003482937003206632,0.0006282058855937179,90.39899937754846,benign
thermostat,2.0809224767324777,242.21925952426602,50.11426055560659,0.3328960590436989,0.22851909738497903,0.9841820066890062,2,0.021640593154830773,0.004487095777834889,11.968299371401375,benign
smart_plug,0.9084601138086349,154.31521777372132,50.47640547888422,0.0,0.0,0.6398722062881147,1,0.006099531151648501,0.002524187842812771,64.97293522791396,benign
